rank,order_book_id,total_turnover,eng_symbol,abbrev_symbol,board_type,symbol,listed_date,de_listed_date,status,round_lot,a_share_id,exchange,type,trading_code,unique_id,stock_connect,trading_hours,selection_date,rank_window_start,rank_window_end,in_hkconnect_selection_20260506
111,02675.XHKG,238114064.0,EDGE MEDICAL-B,JFYLB,MainBoard,精锋医疗-B,2026-01-08,0000-00-00,Active,100.0,,XHKG,CS,02675,02675_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
112,00585.XHKG,236945353.0,IMAGI INT'L,YLGJ,MainBoard,意力国际,1997-03-10,0000-00-00,Active,8000.0,,XHKG,CS,00585,00585_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
113,00199.XHKG,236686392.0,ITC PROPERTIES,DXDC,MainBoard,德祥地产,1994-03-18,0000-00-00,Active,1000.0,,XHKG,CS,00199,00199_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
114,00209.XHKG,233266195.0,POLY XVERSE IT,WWZNKJ,MainBoard,万维智能科技,2002-03-06,0000-00-00,Active,10000.0,,XHKG,CS,00209,00209_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
115,00434.XHKG,231709991.0,BOYAA,BYHD,MainBoard,博雅互动,2013-11-12,0000-00-00,Active,1000.0,,XHKG,CS,00434,00434_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
116,00805.XHKG,218875022.0,NEW GONOW RV,XJAFC,MainBoard,新吉奥房车,2025-01-13,0000-00-00,Active,2000.0,,XHKG,CS,00805,00805_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
117,01979.XHKG,218114557.0,TEN PAO GROUP,TBJT,MainBoard,天宝集团,2015-12-11,0000-00-00,Active,4000.0,,XHKG,CS,01979,01979_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
118,02166.XHKG,212253593.0,SMART-CORE,XZKG,MainBoard,芯智控股,2016-10-07,0000-00-00,Active,2000.0,,XHKG,CS,02166,02166_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
119,01872.XHKG,204909833.0,GUAN CHAO HLDGS,GCKG,MainBoard,冠轈控股,2019-02-28,0000-00-00,Active,5000.0,,XHKG,CS,01872,01872_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
120,02598.XHKG,203235147.0,LIANLIAN,LLSZ,MainBoard,连连数字,2024-03-28,0000-00-00,Active,500.0,,XHKG,CS,02598,02598_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
121,89988.XHKG,200791840.0,BABA-WR,ALBBWR,MainBoard,阿里巴巴-WR,2023-06-19,0000-00-00,Active,100.0,,XHKG,CS,89988,89988_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
122,09898.XHKG,199917956.0,WB-SW,WBSW,MainBoard,微博-SW,2021-12-08,0000-00-00,Active,20.0,,XHKG,CS,09898,09898_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
123,01523.XHKG,199562665.0,PLOVER BAY TECH,HWKJ,MainBoard,珩湾科技,2016-07-13,0000-00-00,Active,1000.0,,XHKG,CS,01523,01523_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
124,01757.XHKG,199193254.0,GLOBAL CHI BC,HQHSJLB,MainBoard,环球华商俱乐部,2018-06-07,0000-00-00,Active,1000.0,,XHKG,CS,01757,01757_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
125,02552.XHKG,197361357.0,HUA MEDICINE-B,HLYYB,MainBoard,华领医药-B,2018-09-14,0000-00-00,Active,500.0,,XHKG,CS,02552,02552_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
126,02436.XHKG,195488216.0,LX TECHNOLOGY,LXKJ,MainBoard,凌雄科技,2022-11-24,0000-00-00,Active,300.0,,XHKG,CS,02436,02436_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
127,01501.XHKG,195321414.0,INT MEDICAL,YTYL,MainBoard,瑛泰医疗,2019-11-08,0000-00-00,Active,200.0,,XHKG,CS,01501,01501_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
128,00108.XHKG,191865654.0,GR LIFE STYLE,GRSH,MainBoard,国锐生活,1973-02-09,0000-00-00,Active,2000.0,,XHKG,CS,00108,00108_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
129,00784.XHKG,187795980.0,LING YUI,LRKG,MainBoard,凌锐控股,2017-12-28,0000-00-00,Active,10000.0,,XHKG,CS,00784,00784_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
130,01126.XHKG,187076341.0,DREAM INT'L,DLGJ,MainBoard,德林国际,2002-02-07,0000-00-00,Active,500.0,,XHKG,CS,01126,01126_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
131,01104.XHKG,187054661.0,APAC RESOURCES,YTZY,MainBoard,亚太资源,1998-12-29,0000-00-00,Active,20000.0,,XHKG,CS,01104,01104_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
132,03636.XHKG,186346636.0,JINXUN RESOURCE,JXZY,MainBoard,金浔资源,2026-01-09,0000-00-00,Active,200.0,,XHKG,CS,03636,03636_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
133,01712.XHKG,179520480.0,DRAGON MINING,LZY,MainBoard,龙资源,2018-11-05,0000-00-00,Active,1000.0,,XHKG,CS,01712,01712_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
134,02373.XHKG,177165334.0,BEAUTYFARM MED,MLTYYLJK,MainBoard,美丽田园医疗健康,2023-01-16,0000-00-00,Active,500.0,,XHKG,CS,02373,02373_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
135,01875.XHKG,174190086.0,BIODLINK-B,DYYYB,MainBoard,东曜药业-B,2019-11-08,0000-00-00,Active,400.0,,XHKG,CS,01875,01875_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
136,00381.XHKG,171803129.0,AOM INT'L,QSGJ,MainBoard,权识国际,2001-01-22,0000-00-00,Active,20000.0,,XHKG,CS,00381,00381_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
137,02309.XHKG,162445149.0,ZO FUTURE GROUP,DXWLJT,MainBoard,大象未来集团,2002-11-12,0000-00-00,Active,2000.0,,XHKG,CS,02309,02309_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
138,09982.XHKG,159984294.0,CENTRALCHINA MT,ZYJY,MainBoard,中原建业,2021-05-31,0000-00-00,Active,2000.0,,XHKG,CS,09982,09982_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
139,01851.XHKG,156739984.0,GINGKO EDU,YXJY,MainBoard,银杏教育,2019-01-18,0000-00-00,Active,2000.0,,XHKG,CS,01851,01851_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
140,06960.XHKG,152375898.0,SHUANGDENG,SDGF,MainBoard,双登股份,2025-08-26,0000-00-00,Active,500.0,,XHKG,CS,06960,06960_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
141,01959.XHKG,151290441.0,ZHONG JU INVEST,ZJTZ,MainBoard,中聚投资,2019-10-18,0000-00-00,Active,2000.0,,XHKG,CS,01959,01959_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
142,03928.XHKG,150634399.0,CHINA NEXT-GEN,ZGXLSGYL,MainBoard,中国新零售供应链,2019-09-19,0000-00-00,Active,500.0,,XHKG,CS,03928,03928_02.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
143,01815.XHKG,150463547.0,EVEREST GOLD,ZFHJ,MainBoard,珠峰黄金,2018-03-13,0000-00-00,Active,1000.0,,XHKG,CS,01815,01815_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
144,09963.XHKG,142256250.0,TRANSTECH,GKQ,MainBoard,高科桥,2020-11-05,0000-00-00,Active,2000.0,,XHKG,CS,09963,09963_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
145,02657.XHKG,140671450.0,FOREST CABIN,LQX,MainBoard,林清轩,2025-12-30,0000-00-00,Active,50.0,,XHKG,CS,02657,02657_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
146,80941.XHKG,138537650.0,CHINA MOBILE-R,ZGYDR,MainBoard,中国移动-R,2023-06-19,0000-00-00,Active,500.0,600941.XSHG,XHKG,CS,80941,80941_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
147,08507.XHKG,137704755.0,I.CENTURY HLDG,ASJJT,GEM,爱世纪集团,2018-04-16,0000-00-00,Active,4000.0,,XHKG,CS,08507,08507_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
148,01611.XHKG,136725068.0,BITFIRE GROUP,XHJT,MainBoard,新火集团,2016-11-21,0000-00-00,Active,500.0,,XHKG,CS,01611,01611_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
149,00550.XHKG,136040475.0,ALLEGRO CULTURE,LQWH,MainBoard,律齐文化,2007-07-23,0000-00-00,Active,2000.0,,XHKG,CS,00550,00550_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
150,02546.XHKG,132455750.0,ZHIHUI MINING,ZHKY,MainBoard,智汇矿业,2025-12-19,0000-00-00,Active,1000.0,,XHKG,CS,02546,02546_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
151,02302.XHKG,131100651.0,CNNC INT'L,ZHGJ,MainBoard,中核国际,2003-01-06,0000-00-00,Active,1000.0,,XHKG,CS,02302,02302_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
152,00062.XHKG,130917044.0,TRANSPORT INT'L,ZT,MainBoard,载通,1961-05-01,0000-00-00,Active,400.0,,XHKG,CS,00062,00062_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
153,00815.XHKG,128196444.0,CHI SILVER GP,ZGBYJT,MainBoard,中国白银集团,2012-12-28,0000-00-00,Active,2000.0,,XHKG,CS,00815,00815_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
154,03316.XHKG,126312451.0,BINJIANG SER,BJFW,MainBoard,滨江服务,2019-03-15,0000-00-00,Active,500.0,,XHKG,CS,03316,03316_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
155,00031.XHKG,124660979.0,CHINA AEROSPACE,HTKG,MainBoard,航天控股,1981-08-25,0000-00-00,Active,2000.0,,XHKG,CS,00031,00031_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
156,82318.XHKG,124548016.0,PING AN-R,ZGPAR,MainBoard,中国平安-R,2023-06-19,0000-00-00,Active,500.0,601318.XSHG,XHKG,CS,82318,82318_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
157,02535.XHKG,123711250.0,WK GROUP,HJJT,MainBoard,泓基集团,2024-03-08,0000-00-00,Active,10000.0,,XHKG,CS,02535,02535_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
158,02668.XHKG,122630420.0,PAK TAK INT'L,BDGJ,MainBoard,百德国际,2001-12-06,0000-00-00,Active,10000.0,,XHKG,CS,02668,02668_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
159,08395.XHKG,122339834.0,ZXZN QI-HOUSE,ZXZNQJKG,GEM,中显智能齐家控股,2018-01-25,0000-00-00,Active,20000.0,,XHKG,CS,08395,08395_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
160,01720.XHKG,121397820.0,PUTIAN COMM,PTTXJT,MainBoard,普天通信集团,2017-11-09,0000-00-00,Active,4000.0,,XHKG,CS,01720,01720_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
161,06162.XHKG,120952176.0,TR INTERIORS,TRQCNS,MainBoard,天瑞汽车内饰,2019-01-15,0000-00-00,Active,8000.0,,XHKG,CS,06162,06162_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
162,02508.XHKG,120193387.0,SAINT BELLA GP,SBLJT,MainBoard,圣贝拉集团,2025-06-26,0000-00-00,Active,500.0,,XHKG,CS,02508,02508_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
163,00232.XHKG,119543866.0,CON AERO TECH,DLHKKJKG,MainBoard,大陆航空科技控股,1991-12-12,0000-00-00,Active,2000.0,,XHKG,CS,00232,00232_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
164,06036.XHKG,117324180.0,APEX ACE HLDG,GLKJ,MainBoard,光丽科技,2018-03-16,0000-00-00,Active,5000.0,,XHKG,CS,06036,06036_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
165,00894.XHKG,116394308.0,MAN YUE TECH,WYKJ,MainBoard,万裕科技,1997-03-05,0000-00-00,Active,2000.0,,XHKG,CS,00894,00894_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
166,02076.XHKG,114239777.0,BOSS ZHIPIN-W,BOSSZPW,MainBoard,BOSS直聘-W,2022-12-22,0000-00-00,Active,100.0,,XHKG,CS,02076,02076_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
167,02149.XHKG,114166414.0,BATELAB,BKW,MainBoard,贝克微,2023-12-28,0000-00-00,Active,100.0,,XHKG,CS,02149,02149_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
168,08365.XHKG,111656902.0,HATCHER GROUP,YCJT,GEM,亦辰集团,2017-05-26,0000-00-00,Active,10000.0,,XHKG,CS,08365,08365_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
169,02509.XHKG,111580476.0,QYUNS-B,QXSWB,MainBoard,荃信生物-B,2024-03-20,0000-00-00,Active,200.0,,XHKG,CS,02509,02509_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
170,03816.XHKG,106819317.0,KFM KINGDOM,KFMJD,MainBoard,KFM金德,2012-10-15,0000-00-00,Active,4000.0,,XHKG,CS,03816,03816_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
171,02521.XHKG,103828649.0,SHENGHUI CLEAN,SHQJ,MainBoard,升辉清洁,2023-12-05,0000-00-00,Active,7500.0,,XHKG,CS,02521,02521_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
172,00945.XHKG,103510616.0,MANULIFE-S,HLJRS,MainBoard,宏利金融-S,1999-09-27,0000-00-00,Active,100.0,,XHKG,CS,00945,00945_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
173,03681.XHKG,102879160.0,SINOMAB BIO-B,ZGKTB,MainBoard,中国抗体-B,2019-11-12,0000-00-00,Active,300.0,,XHKG,CS,03681,03681_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
174,01850.XHKG,102034588.0,HSC RESOURCES,HSCZY,MainBoard,鸿盛昌资源,2019-02-14,0000-00-00,Active,10000.0,,XHKG,CS,01850,01850_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
175,02489.XHKG,101255033.0,PERSISTENCEGOLD,JHHJ,MainBoard,集海黄金,2023-12-22,0000-00-00,Active,5000.0,,XHKG,CS,02489,02489_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
176,01643.XHKG,101112675.0,MODERN CHI MED,XDZYJT,MainBoard,现代中药集团,2021-01-15,0000-00-00,Active,3000.0,,XHKG,CS,01643,01643_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
177,01401.XHKG,99676218.0,FUTURE MACH LTD,WLJQYXGS,MainBoard,未来机器有限公司,2019-11-13,0000-00-00,Active,2000.0,,XHKG,CS,01401,01401_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
178,02488.XHKG,99332329.0,LAUNCH TECH,YZKJ,MainBoard,元征科技,2011-03-28,0000-00-00,Active,500.0,,XHKG,CS,02488,02488_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
179,81810.XHKG,99264904.0,XIAOMI-WR,XMJTWR,MainBoard,小米集团-WR,2023-06-19,0000-00-00,Active,200.0,,XHKG,CS,81810,81810_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
180,01091.XHKG,98825993.0,SOUTH MANGANESE,NFMY,MainBoard,南方锰业,2010-11-18,0000-00-00,Active,1000.0,,XHKG,CS,01091,01091_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
181,02585.XHKG,96632294.0,MOKINGRAN,MJY,MainBoard,梦金园,2024-11-29,0000-00-00,Active,200.0,,XHKG,CS,02585,02585_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
182,01630.XHKG,95456514.0,KIN SHING HLDGS,JCKG,MainBoard,建成控股,2017-06-16,0000-00-00,Active,6000.0,,XHKG,CS,01630,01630_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
183,02495.XHKG,92310912.0,VOICECOMM,STKJ,MainBoard,声通科技,2024-07-10,0000-00-00,Active,20.0,,XHKG,CS,02495,02495_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
184,09958.XHKG,91426478.0,LITIAN PICTURES,LTYY,MainBoard,力天影业,2020-06-22,0000-00-00,Active,1000.0,,XHKG,CS,09958,09958_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
185,02156.XHKG,88877777.0,C&D PROPERTY,JFWY,MainBoard,建发物业,2020-12-31,0000-00-00,Active,1000.0,,XHKG,CS,02156,02156_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
186,06676.XHKG,88805339.0,ZG GROUP-W,ZGWW,MainBoard,找钢网-W,2025-03-10,0000-00-00,Active,500.0,,XHKG,CS,06676,06676_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
187,01939.XHKG,88329118.0,SHANGSHAN GOLD,SSHJ,MainBoard,上善黄金,2018-10-11,0000-00-00,Active,2000.0,,XHKG,CS,01939,01939_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
188,00689.XHKG,87700321.0,EPI (HOLDINGS),CYJTKG,MainBoard,长盈集团(控股),1991-04-15,0000-00-00,Active,15000.0,,XHKG,CS,00689,00689_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
189,02567.XHKG,87386180.0,QINIU,QNZN,MainBoard,七牛智能,2024-10-16,0000-00-00,Active,1000.0,,XHKG,CS,02567,02567_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
190,03887.XHKG,86868235.0,HASHKEY HLDGS,HASHKEYHLDGS,MainBoard,HASHKEYHLDGS,2025-12-17,0000-00-00,Active,400.0,,XHKG,CS,03887,03887_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
191,09879.XHKG,86804615.0,MIGAO GROUP,MGJT,MainBoard,米高集团,2024-03-21,0000-00-00,Active,1000.0,,XHKG,CS,09879,09879_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
192,06939.XHKG,86730580.0,MEGAIN,MJYKG,MainBoard,美佳音控股,2021-03-31,0000-00-00,Active,2000.0,,XHKG,CS,06939,06939_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
193,00022.XHKG,86582378.0,MEXAN,MSKG,MainBoard,茂盛控股,1972-12-14,0000-00-00,Active,40000.0,,XHKG,CS,00022,00022_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
194,08529.XHKG,85866185.0,UBOT HOLDING,YBKG,GEM,优博控股,2024-06-03,0000-00-00,Active,5000.0,,XHKG,CS,08529,08529_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
195,02185.XHKG,85712198.0,BIOHEART-B,BXAB,MainBoard,百心安-B,2021-12-23,0000-00-00,Active,100.0,,XHKG,CS,02185,02185_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
196,01223.XHKG,84934940.0,SYMPHONY HOLD,XFJT,MainBoard,新沣集团,1995-03-01,0000-00-00,Active,10000.0,,XHKG,CS,01223,01223_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
197,01200.XHKG,83640127.0,MIDLAND HOLDING,MLJT,MainBoard,美联集团,1995-06-08,0000-00-00,Active,2000.0,,XHKG,CS,01200,01200_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
198,03680.XHKG,82876128.0,RUIHE DATA,RHSZ,MainBoard,瑞和数智,2019-12-13,0000-00-00,Active,2000.0,,XHKG,CS,03680,03680_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
199,01570.XHKG,82799694.0,WEIYE HOLDINGS,WYKG,MainBoard,伟业控股,2016-04-06,0000-00-00,Active,1000.0,,XHKG,CS,01570,01570_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
200,08547.XHKG,82737028.0,PACIFIC LEGEND,PACIFICLEGEND,GEM,PACIFICLEGEND,2018-07-18,0000-00-00,Active,10000.0,,XHKG,CS,08547,08547_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
201,02630.XHKG,79498930.0,VIGONVITA-B,WSWSB,MainBoard,旺山旺水-B,2025-11-06,0000-00-00,Active,200.0,,XHKG,CS,02630,02630_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
202,02516.XHKG,75367780.0,FAR INTL,FYGJ,MainBoard,泛远国际,2023-12-22,0000-00-00,Active,4000.0,,XHKG,CS,02516,02516_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
203,02025.XHKG,75009075.0,RUIFENG POWER,RFDL,MainBoard,瑞丰动力,2018-01-05,0000-00-00,Active,2000.0,,XHKG,CS,02025,02025_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
204,00264.XHKG,74602800.0,CN INT DEV CORP,ZLFZKG,MainBoard,中联发展控股,2003-03-12,0000-00-00,Active,4000.0,,XHKG,CS,00264,00264_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
205,06669.XHKG,74177537.0,ACOTEC-B,XRDYLB,MainBoard,先瑞达医疗-B,2021-08-24,0000-00-00,Active,1000.0,,XHKG,CS,06669,06669_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
206,01796.XHKG,72451850.0,METASPACEX,ZGSZKJ,MainBoard,中国数智科技,2018-12-31,0000-00-00,Active,2000.0,,XHKG,CS,01796,01796_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
207,03600.XHKG,71970715.0,MODERN DENTAL,XDYK,MainBoard,现代牙科,2015-12-15,0000-00-00,Active,1000.0,,XHKG,CS,03600,03600_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
208,01854.XHKG,71609200.0,CHINA WANTIAN,ZGWTKG,MainBoard,中国万天控股,2019-03-21,0000-00-00,Active,10000.0,,XHKG,CS,01854,01854_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
209,01429.XHKG,71497790.0,SKYMISSION GP,TRJT,MainBoard,天任集团,2020-09-29,0000-00-00,Active,8000.0,,XHKG,CS,01429,01429_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
210,08439.XHKG,70904954.0,SOMERLEY CAP,XBLRZ,GEM,新百利融资,2017-03-28,0000-00-00,Active,2000.0,,XHKG,CS,08439,08439_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
211,00661.XHKG,70902123.0,CDAYENONFER,ZGDYYSJS,MainBoard,中国大冶有色金属,1990-11-21,0000-00-00,Active,2000.0,,XHKG,CS,00661,00661_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
212,00357.XHKG,70708113.0,MEILAN AIRPORT,MLKG,MainBoard,美兰空港,2002-11-18,0000-00-00,Active,1000.0,,XHKG,CS,00357,00357_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
213,01837.XHKG,69144173.0,NATURAL FOOD IH,WGMF,MainBoard,五谷磨房,2018-12-12,0000-00-00,Active,2000.0,,XHKG,CS,01837,01837_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
214,80883.XHKG,68545780.0,CNOOC-R,ZGHYSYR,MainBoard,中国海洋石油-R,2023-06-19,0000-00-00,Active,1000.0,600938.XSHG,XHKG,CS,80883,80883_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
215,80992.XHKG,68321640.0,LENOVO GROUP-R,LXJTR,MainBoard,联想集团-R,2023-06-19,0000-00-00,Active,2000.0,,XHKG,CS,80992,80992_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
216,02536.XHKG,68123720.0,PALASINO,BLHG,MainBoard,百乐皇宫,2024-03-26,0000-00-00,Active,1000.0,,XHKG,CS,02536,02536_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
217,02660.XHKG,67909523.0,ZENGAME,CYKJ,MainBoard,禅游科技,2019-04-16,0000-00-00,Active,2000.0,,XHKG,CS,02660,02660_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
218,03978.XHKG,67466456.0,BESTSTUDY EDU,ZYJYJT,MainBoard,卓越教育集团,2018-12-27,0000-00-00,Active,1000.0,,XHKG,CS,03978,03978_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
219,02515.XHKG,67328197.0,TJCD,TJJF,MainBoard,天津建发,2024-04-23,0000-00-00,Active,2000.0,,XHKG,CS,02515,02515_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
220,02878.XHKG,66672315.0,SOLOMON SYSTECH,JMBDT,MainBoard,晶门半导体,2004-04-08,0000-00-00,Active,2000.0,,XHKG,CS,02878,02878_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
221,00259.XHKG,66265170.0,YEEBO (INT'L H),YDGJKG,MainBoard,亿都(国际控股),1993-09-01,0000-00-00,Active,2000.0,,XHKG,CS,00259,00259_01.XHKG,,"09:31-12:00,13:01-16:00",2026-05-21,20260420,20260521,False
